description,gold_biosample_identifiers,id,insdc_biosample_identifiers,name,samp_name
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315528'],nmdc:bsm-12-9ye62t96,['biosample:SAMEA7723831'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative6.P1",13114.Negative6.P1
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315493'],nmdc:bsm-12-a0h66p44,['biosample:SAMEA7723589'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.6C",13114.BLANK6.6C
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315591'],nmdc:bsm-12-a1w2qg42,['biosample:SAMEA7724399'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK4.3B.ITS",13114.BLANK4.3B.ITS
"Mock community microbial communities from San Diego, California, USA",['gold:Gb0315707'],nmdc:bsm-12-a43gwk52,['biosample:SAMEA7724071'],"Mock community microbial communities from San Diego, California, USA - 13114.7.Mock.Community1",13114.7.Mock.Community1
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315561'],nmdc:bsm-12-a6r4wm84,['biosample:SAMEA7724096'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative6.P6",13114.Negative6.P6
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315637'],nmdc:bsm-12-a79z6061,['biosample:SAMEA7724450'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK3.3C.18S",13114.BLANK3.3C.18S
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315605'],nmdc:bsm-12-a7d24x36,['biosample:SAMEA7724418'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.11B.ITS",13114.BLANK6.11B.ITS
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315545'],nmdc:bsm-12-ac58v107,['biosample:SAMEA7724080'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative2.P6",13114.Negative2.P6
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315468'],nmdc:bsm-12-ag1ppp02,['biosample:SAMEA7723564'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK5.5D",13114.BLANK5.5D
"Oil microbial communities from reservoir in Artesia, New Mexico, USA",['gold:Gb0315713'],nmdc:bsm-12-akgnv603,['biosample:SAMEA7723793'],"Oil microbial communities from reservoir in Artesia, New Mexico, USA - 13114.Kshtrika1.misc.1977",13114.Kshtrika1.misc.1977
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315520'],nmdc:bsm-12-aqdp5d49,['biosample:SAMEA7723823'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative4.P3",13114.Negative4.P3
"Glacier water microbial communities from Hook Island, Arctic Ocean",['gold:Gb0316045'],nmdc:bsm-12-ar99pj80,['biosample:SAMEA7723952'],"Glacier water microbial communities from Hook Island, Arctic Ocean - 13114.rohwer.84.s011",13114.rohwer.84.s011
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315606'],nmdc:bsm-12-ateahr32,['biosample:SAMEA7724419'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.11C.ITS",13114.BLANK6.11C.ITS
"Brown algae microbial communities from Vaucluse Bay, New South Wales, Australia",['gold:Gb0315413'],nmdc:bsm-12-athy8f76,['biosample:SAMEA7724026'],"Brown algae microbial communities from Vaucluse Bay, New South Wales, Australia - 13114.thomas.19.s011",13114.thomas.19.s011
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315512'],nmdc:bsm-12-avashf14,['biosample:SAMEA7723815'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative2.P5",13114.Negative2.P5
"Brown algae microbial communities from Vaucluse Bay, New South Wales, Australia",['gold:Gb0315414'],nmdc:bsm-12-aw511d15,['biosample:SAMEA7724027'],"Brown algae microbial communities from Vaucluse Bay, New South Wales, Australia - 13114.thomas.19.s012",13114.thomas.19.s012
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315600'],nmdc:bsm-12-b632c876,['biosample:SAMEA7724413'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.10E.ITS",13114.BLANK6.10E.ITS
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315475'],nmdc:bsm-12-bbe69x60,['biosample:SAMEA7723571'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.11A",13114.BLANK6.11A
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315489'],nmdc:bsm-12-be8n5827,['biosample:SAMEA7723585'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.12G",13114.BLANK6.12G
"Vibrio fischerii ES114 culture microbial communities from San Diego, California, USA",['gold:Gb0315743'],nmdc:bsm-12-bmyk1f48,['biosample:SAMEA7723846'],"Vibrio fischerii ES114 culture microbial communities from San Diego, California, USA - 13114.Vibrio3.P1",13114.Vibrio3.P1
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315521'],nmdc:bsm-12-bw0xah62,['biosample:SAMEA7723824'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative4.P4",13114.Negative4.P4
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315478'],nmdc:bsm-12-bwth6d23,['biosample:SAMEA7723574'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.11D",13114.BLANK6.11D
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315598'],nmdc:bsm-12-by121n68,['biosample:SAMEA7724411'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.10C.ITS",13114.BLANK6.10C.ITS
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315630'],nmdc:bsm-12-c37fnb89,['biosample:SAMEA7724443'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK1.1B.18S",13114.BLANK1.1B.18S
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315629'],nmdc:bsm-12-chahga61,['biosample:SAMEA7724442'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK1.1A.18S",13114.BLANK1.1A.18S
"Brown algae microbial communities from Vaucluse Bay, New South Wales, Australia",['gold:Gb0315416'],nmdc:bsm-12-cmycgt06,['biosample:SAMEA7724031'],"Brown algae microbial communities from Vaucluse Bay, New South Wales, Australia - 13114.thomas.19.s016",13114.thomas.19.s016
"Mock community microbial communities from San Diego, California, USA",['gold:Gb0315710'],nmdc:bsm-12-cpz31q21,['biosample:SAMEA7724074'],"Mock community microbial communities from San Diego, California, USA - 13114.7.Mock.Community4",13114.7.Mock.Community4
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315548'],nmdc:bsm-12-ct736j31,['biosample:SAMEA7724083'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative2.P9",13114.Negative2.P9
"Vibrio fischerii ES114 culture microbial communities from San Diego, California, USA",['gold:Gb0315742'],nmdc:bsm-12-cyztby20,['biosample:SAMEA7723845'],"Vibrio fischerii ES114 culture microbial communities from San Diego, California, USA - 13114.Vibrio2.P1",13114.Vibrio2.P1
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315518'],nmdc:bsm-12-dgs22916,['biosample:SAMEA7723821'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative4.P1",13114.Negative4.P1
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315619'],nmdc:bsm-12-dj3s5n77,['biosample:SAMEA7724432'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.6B.ITS",13114.BLANK6.6B.ITS
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315480'],nmdc:bsm-12-dk1h9j96,['biosample:SAMEA7723576'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.11F",13114.BLANK6.11F
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315467'],nmdc:bsm-12-dp7yyh30,['biosample:SAMEA7723563'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK5.5C",13114.BLANK5.5C
"Brown algae microbial communities from Port Macquarie-Hastings Council, New South Wales, Australia",['gold:Gb0315410'],nmdc:bsm-12-e0jxsn07,['biosample:SAMEA7724016'],"Brown algae microbial communities from Port Macquarie-Hastings Council, New South Wales, Australia - 13114.thomas.19.s001",13114.thomas.19.s001
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315579'],nmdc:bsm-12-e1kwqf27,['biosample:SAMEA7724387'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK1.1A.ITS",13114.BLANK1.1A.ITS
"Vibrio fischerii ES114 culture microbial communities from San Diego, California, USA",['gold:Gb0315744'],nmdc:bsm-12-e55s4g51,['biosample:SAMEA7723847'],"Vibrio fischerii ES114 culture microbial communities from San Diego, California, USA - 13114.Vibrio4.P1",13114.Vibrio4.P1
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315622'],nmdc:bsm-12-e64a5r58,['biosample:SAMEA7724435'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK7.7E.ITS",13114.BLANK7.7E.ITS
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315496'],nmdc:bsm-12-e9eew088,['biosample:SAMEA7723592'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK7.7F",13114.BLANK7.7F
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315616'],nmdc:bsm-12-eeyg9810,['biosample:SAMEA7724429'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.12G.ITS",13114.BLANK6.12G.ITS
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315554'],nmdc:bsm-12-egxez969,['biosample:SAMEA7724089'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative4.P7",13114.Negative4.P7
"Oil microbial communities from reservoir in Artesia, New Mexico, USA",['gold:Gb0315714'],nmdc:bsm-12-ejb8q731,['biosample:SAMEA7723794'],"Oil microbial communities from reservoir in Artesia, New Mexico, USA - 13114.Kshtrika1.misc.1981",13114.Kshtrika1.misc.1981
"Oil microbial communities from reservoir in Artesia, New Mexico, USA",['gold:Gb0315725'],nmdc:bsm-12-ejq27a74,['biosample:SAMEA7723805'],"Oil microbial communities from reservoir in Artesia, New Mexico, USA - 13114.Kshtrika1.misc.600",13114.Kshtrika1.misc.600
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315633'],nmdc:bsm-12-emy2k943,['biosample:SAMEA7724446'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK2.2A.18S",13114.BLANK2.2A.18S
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315595'],nmdc:bsm-12-ex7za846,['biosample:SAMEA7724408'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK5.5A.ITS",13114.BLANK5.5A.ITS
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315590'],nmdc:bsm-12-f4y9q883,['biosample:SAMEA7724398'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK4.3A.ITS",13114.BLANK4.3A.ITS
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315547'],nmdc:bsm-12-fmqdfk86,['biosample:SAMEA7724082'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative2.P8",13114.Negative2.P8
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315603'],nmdc:bsm-12-fr0qp514,['biosample:SAMEA7724416'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.10H.ITS",13114.BLANK6.10H.ITS
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315602'],nmdc:bsm-12-fwk3v736,['biosample:SAMEA7724415'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.10G.ITS",13114.BLANK6.10G.ITS
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315544'],nmdc:bsm-12-fyw5ha46,['biosample:SAMEA7724079'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative1.P9",13114.Negative1.P9
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315511'],nmdc:bsm-12-g79ny674,['biosample:SAMEA7723814'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative2.P4",13114.Negative2.P4
"Brown algae microbial communities from Port Macquarie-Hastings Council, New South Wales, Australia",['gold:Gb0315412'],nmdc:bsm-12-ga7v0m32,['biosample:SAMEA7724021'],"Brown algae microbial communities from Port Macquarie-Hastings Council, New South Wales, Australia - 13114.thomas.19.s006",13114.thomas.19.s006
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315552'],nmdc:bsm-12-gnrewf88,['biosample:SAMEA7724087'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative3.P9",13114.Negative3.P9
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315556'],nmdc:bsm-12-gpkh2e67,['biosample:SAMEA7724091'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative4.P9",13114.Negative4.P9
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315638'],nmdc:bsm-12-gtxabk14,['biosample:SAMEA7724451'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK3.3D.18S",13114.BLANK3.3D.18S
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315519'],nmdc:bsm-12-gvgctn46,['biosample:SAMEA7723822'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative4.P2",13114.Negative4.P2
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315538'],nmdc:bsm-12-gz88gj92,['biosample:SAMEA7723841'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative8.P1",13114.Negative8.P1
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315557'],nmdc:bsm-12-hba92735,['biosample:SAMEA7724092'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative5.P6",13114.Negative5.P6
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315612'],nmdc:bsm-12-hjp89a38,['biosample:SAMEA7724425'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.12C.ITS",13114.BLANK6.12C.ITS
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315624'],nmdc:bsm-12-j6aykm05,['biosample:SAMEA7724437'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK7.7H.ITS",13114.BLANK7.7H.ITS
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315532'],nmdc:bsm-12-jaa4r621,['biosample:SAMEA7723835'],"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative6.P5",13114.Negative6.P5
