description,gold_biosample_identifiers,id,insdc_biosample_identifiers,name,samp_name,lcms_name,submitter_id,lcms_extraction_protocol
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315603'],nmdc:bsm-12-fr0qp514,SAMEA7724416,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.10H.ITS",13114.BLANK6.10H.ITS,,qiita_sid_13114:13114.BLANK6.10H.ITS,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315602'],nmdc:bsm-12-fwk3v736,SAMEA7724415,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.10G.ITS",13114.BLANK6.10G.ITS,,qiita_sid_13114:13114.BLANK6.10G.ITS,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315544'],nmdc:bsm-12-fyw5ha46,SAMEA7724079,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative1.P9",13114.Negative1.P9,,qiita_sid_13114:13114.Negative1.P9,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315511'],nmdc:bsm-12-g79ny674,SAMEA7723814,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative2.P4",13114.Negative2.P4,,qiita_sid_13114:13114.Negative2.P4,
"Brown algae microbial communities from Port Macquarie-Hastings Council, New South Wales, Australia",['gold:Gb0315412'],nmdc:bsm-12-ga7v0m32,SAMEA7724021,"Brown algae microbial communities from Port Macquarie-Hastings Council, New South Wales, Australia - 13114.thomas.19.s006",13114.thomas.19.s006,,qiita_sid_13114:13114.thomas.19.s006,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315552'],nmdc:bsm-12-gnrewf88,SAMEA7724087,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative3.P9",13114.Negative3.P9,,qiita_sid_13114:13114.Negative3.P9,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315556'],nmdc:bsm-12-gpkh2e67,SAMEA7724091,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative4.P9",13114.Negative4.P9,,qiita_sid_13114:13114.Negative4.P9,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315638'],nmdc:bsm-12-gtxabk14,SAMEA7724451,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK3.3D.18S",13114.BLANK3.3D.18S,,qiita_sid_13114:13114.BLANK3.3D.18S,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315519'],nmdc:bsm-12-gvgctn46,SAMEA7723822,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative4.P2",13114.Negative4.P2,,qiita_sid_13114:13114.Negative4.P2,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315538'],nmdc:bsm-12-gz88gj92,SAMEA7723841,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative8.P1",13114.Negative8.P1,,qiita_sid_13114:13114.Negative8.P1,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315557'],nmdc:bsm-12-hba92735,SAMEA7724092,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative5.P6",13114.Negative5.P6,,qiita_sid_13114:13114.Negative5.P6,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315612'],nmdc:bsm-12-hjp89a38,SAMEA7724425,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.12C.ITS",13114.BLANK6.12C.ITS,,qiita_sid_13114:13114.BLANK6.12C.ITS,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315624'],nmdc:bsm-12-j6aykm05,SAMEA7724437,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK7.7H.ITS",13114.BLANK7.7H.ITS,,qiita_sid_13114:13114.BLANK7.7H.ITS,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315532'],nmdc:bsm-12-jaa4r621,SAMEA7723835,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative6.P5",13114.Negative6.P5,,qiita_sid_13114:13114.Negative6.P5,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315536'],nmdc:bsm-12-jgst5359,SAMEA7723839,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative7.P4",13114.Negative7.P4,,qiita_sid_13114:13114.Negative7.P4,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315466'],nmdc:bsm-12-js0wmv09,SAMEA7723562,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK5.5B",13114.BLANK5.5B,,qiita_sid_13114:13114.BLANK5.5B,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315469'],nmdc:bsm-12-jtep8p73,SAMEA7723565,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.10C",13114.BLANK6.10C,,qiita_sid_13114:13114.BLANK6.10C,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315499'],nmdc:bsm-12-jx5fq845,SAMEA7723595,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK8.8E",13114.BLANK8.8E,,qiita_sid_13114:13114.BLANK8.8E,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315535'],nmdc:bsm-12-jx7tj330,SAMEA7723838,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative7.P3",13114.Negative7.P3,,qiita_sid_13114:13114.Negative7.P3,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315546'],nmdc:bsm-12-jyg0bz60,SAMEA7724081,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative2.P7",13114.Negative2.P7,,qiita_sid_13114:13114.Negative2.P7,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315509'],nmdc:bsm-12-kav01327,SAMEA7723812,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative2.P2",13114.Negative2.P2,,qiita_sid_13114:13114.Negative2.P2,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315593'],nmdc:bsm-12-kbz6x066,SAMEA7724401,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK4.3D.ITS",13114.BLANK4.3D.ITS,,qiita_sid_13114:13114.BLANK4.3D.ITS,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315621'],nmdc:bsm-12-kknpty92,SAMEA7724434,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.6D.ITS",13114.BLANK6.6D.ITS,,qiita_sid_13114:13114.BLANK6.6D.ITS,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315471'],nmdc:bsm-12-kkwmr979,SAMEA7723567,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.10E",13114.BLANK6.10E,,qiita_sid_13114:13114.BLANK6.10E,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315584'],nmdc:bsm-12-kn4ywf23,SAMEA7724392,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK2.2B.ITS",13114.BLANK2.2B.ITS,,qiita_sid_13114:13114.BLANK2.2B.ITS,
"Mock community microbial communities from San Diego, California, USA",['gold:Gb0315705'],nmdc:bsm-12-ktsd3g10,SAMEA7724069,"Mock community microbial communities from San Diego, California, USA - 13114.6.Mock.Community3",13114.6.Mock.Community3,,qiita_sid_13114:13114.6.Mock.Community3,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315636'],nmdc:bsm-12-kxt9wh98,SAMEA7724449,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK2.2D.18S",13114.BLANK2.2D.18S,,qiita_sid_13114:13114.BLANK2.2D.18S,
"Oil microbial communities from reservoir in Midland, Texas, USA",['gold:Gb0315718'],nmdc:bsm-12-kxyd9086,SAMEA7723798,"Oil microbial communities from reservoir in Midland, Texas, USA - 13114.Kshtrika1.misc.2063",13114.Kshtrika1.misc.2063,,qiita_sid_13114:13114.Kshtrika1.misc.2063,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315527'],nmdc:bsm-12-kzyxkt09,SAMEA7723830,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative5.P5",13114.Negative5.P5,,qiita_sid_13114:13114.Negative5.P5,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315589'],nmdc:bsm-12-mwfe7f61,SAMEA7724397,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK3.3D.ITS",13114.BLANK3.3D.ITS,,qiita_sid_13114:13114.BLANK3.3D.ITS,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315522'],nmdc:bsm-12-my1h8e48,SAMEA7723825,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative4.P5",13114.Negative4.P5,,qiita_sid_13114:13114.Negative4.P5,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315626'],nmdc:bsm-12-n2cde296,SAMEA7724439,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK8.8F.ITS",13114.BLANK8.8F.ITS,,qiita_sid_13114:13114.BLANK8.8F.ITS,
"Mock community microbial communities from San Diego, California, USA",['gold:Gb0315704'],nmdc:bsm-12-n31t5h40,SAMEA7724068,"Mock community microbial communities from San Diego, California, USA - 13114.6.Mock.Community2",13114.6.Mock.Community2,,qiita_sid_13114:13114.6.Mock.Community2,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315562'],nmdc:bsm-12-n8j11s40,SAMEA7724097,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative6.P7",13114.Negative6.P7,,qiita_sid_13114:13114.Negative6.P7,
"Oil microbial communities from reservoir in Midland, Texas, USA",['gold:Gb0315716'],nmdc:bsm-12-n9cbc977,SAMEA7723796,"Oil microbial communities from reservoir in Midland, Texas, USA - 13114.Kshtrika1.misc.2033.P1",13114.Kshtrika1.misc.2033.P1,,qiita_sid_13114:13114.Kshtrika1.misc.2033.P1,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315625'],nmdc:bsm-12-nfxsnv29,SAMEA7724438,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK8.8E.ITS",13114.BLANK8.8E.ITS,,qiita_sid_13114:13114.BLANK8.8E.ITS,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315635'],nmdc:bsm-12-nk0a3302,SAMEA7724448,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK2.2C.18S",13114.BLANK2.2C.18S,,qiita_sid_13114:13114.BLANK2.2C.18S,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315470'],nmdc:bsm-12-nk26vs37,SAMEA7723566,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.10D",13114.BLANK6.10D,,qiita_sid_13114:13114.BLANK6.10D,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315592'],nmdc:bsm-12-np4sza69,SAMEA7724400,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK4.3C.ITS",13114.BLANK4.3C.ITS,,qiita_sid_13114:13114.BLANK4.3C.ITS,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315477'],nmdc:bsm-12-p2w9ff24,SAMEA7723573,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.11C",13114.BLANK6.11C,,qiita_sid_13114:13114.BLANK6.11C,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315492'],nmdc:bsm-12-p2z43w72,SAMEA7723588,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.6B",13114.BLANK6.6B,,qiita_sid_13114:13114.BLANK6.6B,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315508'],nmdc:bsm-12-p858v348,SAMEA7723811,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative2.P1",13114.Negative2.P1,,qiita_sid_13114:13114.Negative2.P1,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315618'],nmdc:bsm-12-pdprjk70,SAMEA7724431,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.6A.ITS",13114.BLANK6.6A.ITS,,qiita_sid_13114:13114.BLANK6.6A.ITS,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315500'],nmdc:bsm-12-pk7wmc79,SAMEA7723596,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK8.8F",13114.BLANK8.8F,,qiita_sid_13114:13114.BLANK8.8F,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315539'],nmdc:bsm-12-prf4te41,SAMEA7723842,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative8.P5",13114.Negative8.P5,,qiita_sid_13114:13114.Negative8.P5,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315504'],nmdc:bsm-12-pztnas34,SAMEA7723807,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative1.P2",13114.Negative1.P2,,qiita_sid_13114:13114.Negative1.P2,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315599'],nmdc:bsm-12-q1p1cj38,SAMEA7724412,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.10D.ITS",13114.BLANK6.10D.ITS,,qiita_sid_13114:13114.BLANK6.10D.ITS,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315583'],nmdc:bsm-12-qa916f50,SAMEA7724391,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK2.2A.ITS",13114.BLANK2.2A.ITS,,qiita_sid_13114:13114.BLANK2.2A.ITS,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315615'],nmdc:bsm-12-qjans082,SAMEA7724428,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.12F.ITS",13114.BLANK6.12F.ITS,,qiita_sid_13114:13114.BLANK6.12F.ITS,
"Brown algae microbial communities from Vaucluse Bay, New South Wales, Australia",['gold:Gb0315415'],nmdc:bsm-12-qm2qeg07,SAMEA7724028,"Brown algae microbial communities from Vaucluse Bay, New South Wales, Australia - 13114.thomas.19.s013",13114.thomas.19.s013,,qiita_sid_13114:13114.thomas.19.s013,
"Brown algae microbial communities from Bate Bay, New South Wales, Australia",['gold:Gb0315411'],nmdc:bsm-12-qz5frz68,SAMEA7724020,"Brown algae microbial communities from Bate Bay, New South Wales, Australia - 13114.thomas.19.s005",13114.thomas.19.s005,,qiita_sid_13114:13114.thomas.19.s005,
"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine",['gold:Gb0316012'],nmdc:bsm-12-r0pzpe74,SAMEA7724165,"Fecal microbial communities from bank vole in forest near Chernobyl, Ukraine - 13114.mousseau.88.s060",13114.mousseau.88.s060,,qiita_sid_13114:13114.mousseau.88.s060,
"Oil microbial communities from reservoir in Artesia, New Mexico, USA",['gold:Gb0315712'],nmdc:bsm-12-r0rsdk63,SAMEA7723792,"Oil microbial communities from reservoir in Artesia, New Mexico, USA - 13114.Kshtrika1.misc.103",13114.Kshtrika1.misc.103,,qiita_sid_13114:13114.Kshtrika1.misc.103,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315611'],nmdc:bsm-12-r9tpqp11,SAMEA7724424,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK6.12B.ITS",13114.BLANK6.12B.ITS,,qiita_sid_13114:13114.BLANK6.12B.ITS,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315503'],nmdc:bsm-12-rt5cfk95,SAMEA7723806,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative1.P1",13114.Negative1.P1,,qiita_sid_13114:13114.Negative1.P1,
"Vibrio fischerii ES114 culture microbial communities from San Diego, California, USA",['gold:Gb0315741'],nmdc:bsm-12-rz9c9d39,SAMEA7723844,"Vibrio fischerii ES114 culture microbial communities from San Diego, California, USA - 13114.Vibrio1.P1",13114.Vibrio1.P1,,qiita_sid_13114:13114.Vibrio1.P1,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315516'],nmdc:bsm-12-s66wgb82,SAMEA7723819,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative3.P4",13114.Negative3.P4,,qiita_sid_13114:13114.Negative3.P4,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315497'],nmdc:bsm-12-sbsd9p13,SAMEA7723593,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.BLANK7.7G",13114.BLANK7.7G,,qiita_sid_13114:13114.BLANK7.7G,
"Sterile water microbial communities from research facility in San Diego, CA, USA",['gold:Gb0315524'],nmdc:bsm-12-sbwrjz24,SAMEA7723827,"Sterile water microbial communities from research facility in San Diego, CA, USA - 13114.Negative5.P2",13114.Negative5.P2,,qiita_sid_13114:13114.Negative5.P2,
